@relation risco_credito

@attribute rangeIdade {'até 25', '26 a 40', '41 a 60', 'acima de 60'}
@attribute numeroDependentes numeric
 @attribute estadoCivil {'Solteiro', 'Casado', 'Viuvo', 'Divorciado'}
@attribute escolaridade {'Ensino Médio Incompleto', 'Sem Escolaridade', 'Ensino Fundamental Completo', 'Ensino Fundamental Incompleto', 'Ensino Médio Completo', 'Superior Completo', 'Técnico', 'Superior Incompleto', 'Pós-graduação', 'Mestrado', 'Doutorado', 'Pós-doutorado'}
@attribute tempoEnderecoAnos numeric
@attribute nivelInadimplenciaEstado numeric
@attribute tipoContratoResidencia {'Locatario', 'Proprietario', 'Ocupante sem custo'}
@attribute tipoEmprego {'Estagio', 'CLT', 'Autonomo', 'PJ'}
@attribute tempoEmpregoAtual numeric
@attribute salarioLiquidoMensal numeric
@attribute montanteInvestimentos numeric
@attribute montanteBens numeric
@attribute saldo numeric
@attribute restanteMensal numeric
@attribute estaInadimplente {0,1}
@attribute valorParcelaAtiva numeric
@attribute mesesAtrasado numeric
@attribute valorCreditoRestanteTotal numeric
@attribute score numeric

@data'acima de 60',1,'Solteiro','Sem Escolaridade',59,43,'Locatario','CLT',0,1518.00,0.00,49610.00,20424.00,0.00,0,0.00,0,0.00,601
'acima de 60',4,'Viuvo','Superior Completo',69,46,'Locatario','Autonomo',30,2131.00,0.00,126295.00,49461.00,-24070.00,0,0.00,0,0.00,614
'41 a 60',1,'Viuvo','Pós-graduação',28,47,'Proprietario','PJ',16,3158.00,0.00,28409.00,10122.00,-46173.00,0,100.86,0,5950.00,625
'acima de 60',4,'Solteiro','Doutorado',25,59,'Proprietario','CLT',44,1841.00,296543.00,474089.00,112437.00,-104075.00,0,3283.48,0,160163.04,699
'acima de 60',1,'Casado','Doutorado',83,54,'Proprietario','Autonomo',64,2615.00,457952.00,142549.00,28572.00,-234397.00,0,5885.53,0,134404.50,619
'41 a 60',2,'Viuvo','Técnico',15,44,'Proprietario','CLT',35,3078.00,0.00,19421.00,7153.00,-35105.00,0,0.00,0,0.00,692
'acima de 60',3,'Solteiro','Sem Escolaridade',91,41,'Locatario','CLT',73,3138.00,0.00,94052.00,28172.00,8582.00,1,374.13,18,13563.88,647
'acima de 60',0,'Solteiro','Sem Escolaridade',90,41,'Locatario','CLT',34,3258.00,0.00,49134.00,17489.00,0.00,0,0.00,0,0.00,690
'41 a 60',1,'Solteiro','Sem Escolaridade',12,50,'Locatario','CLT',37,2149.00,0.00,67651.00,32437.00,-64602.00,0,0.00,0,0.00,571
'26 a 40',0,'Casado','Ensino Fundamental Completo',20,54,'Locatario','PJ',8,1719.00,0.00,81182.00,76793.00,-37492.00,0,20511.63,0,862800.00,493
'26 a 40',0,'Solteiro','Ensino Fundamental Completo',27,43,'Locatario','CLT',8,2805.00,0.00,61243.00,61081.00,4424.00,1,999.71,38,38047.53,584
'41 a 60',0,'Casado','Ensino Médio Incompleto',5,44,'Proprietario','Autonomo',26,18499.00,285587.00,526434.00,68521.00,1471.00,1,18.22,58,607.78,670
'acima de 60',0,'Solteiro','Sem Escolaridade',44,47,'Locatario','CLT',51,2134.00,525746.00,75086.00,4273.00,-114772.00,1,570.28,45,25917.78,581
'26 a 40',0,'Solteiro','Ensino Médio Incompleto',27,46,'Proprietario','PJ',10,5966.00,213873.00,829413.00,273752.00,0.00,0,0.00,0,0.00,822
'41 a 60',3,'Solteiro','Sem Escolaridade',39,41,'Locatario','CLT',3,2062.00,220744.00,376137.00,166608.00,-138675.00,1,5685.18,12,45549.06,388
'acima de 60',1,'Solteiro','Mestrado',95,49,'Locatario','Autonomo',31,1518.00,0.00,75700.00,31236.00,-56416.00,0,111.42,0,6100.00,674
'acima de 60',2,'Solteiro','Sem Escolaridade',68,41,'Locatario','CLT',50,1518.00,0.00,94195.00,73643.00,-5388.00,0,0.00,0,0.00,668
'26 a 40',2,'Viuvo','Ensino Médio Incompleto',38,47,'Proprietario','PJ',5,3030.00,0.00,9999.00,4348.00,0.00,0,13785.40,0,916573.94,475
'acima de 60',1,'Solteiro','Sem Escolaridade',62,36,'Locatario','CLT',26,1969.00,0.00,65827.00,31018.00,-59716.00,0,309.66,0,9550.00,701
'26 a 40',1,'Solteiro','Sem Escolaridade',3,43,'Locatario','CLT',19,1518.00,0.00,52508.00,20288.00,0.00,0,0.00,0,0.00,643
'acima de 60',4,'Solteiro','Sem Escolaridade',74,41,'Locatario','CLT',40,1518.00,0.00,57103.00,24319.00,10005.00,0,60759.84,0,222934.24,590
'até 25',0,'Solteiro','Sem Escolaridade',12,44,'Locatario','CLT',0,1833.00,0.00,42994.00,7362.00,-19763.00,1,3579.34,59,136739.88,218
'acima de 60',2,'Solteiro','Pós-graduação',87,49,'Proprietario','Autonomo',50,2646.00,0.00,81413.00,34388.00,10915.00,0,0.00,0,0.00,802
'acima de 60',2,'Casado','Superior Incompleto',95,41,'Proprietario','PJ',75,1518.00,0.00,41625.00,27007.00,-16844.00,1,1615.69,14,134849.12,421
'acima de 60',0,'Casado','Ensino Médio Incompleto',79,62,'Locatario','PJ',61,1518.00,0.00,57619.00,48701.00,0.00,0,1809.02,0,114800.00,468
'acima de 60',4,'Solteiro','Sem Escolaridade',59,49,'Locatario','CLT',71,1518.00,0.00,136344.00,62813.00,0.00,1,259.88,51,3941.70,556
'26 a 40',1,'Solteiro','Sem Escolaridade',30,54,'Locatario','CLT',13,2810.00,0.00,72943.00,25519.00,1098.00,0,0.00,0,0.00,604
'26 a 40',1,'Solteiro','Sem Escolaridade',26,61,'Locatario','CLT',9,1521.00,0.00,146314.00,72708.00,0.00,0,817.48,0,31918.18,498
'acima de 60',2,'Solteiro','Sem Escolaridade',28,36,'Locatario','CLT',3,1753.00,0.00,91128.00,73525.00,-59061.00,0,0.00,0,0.00,726
'41 a 60',0,'Solteiro','Sem Escolaridade',18,50,'Locatario','CLT',7,4100.00,324697.00,96782.00,10929.00,861.00,0,0.00,0,0.00,725
'41 a 60',1,'Solteiro','Sem Escolaridade',53,54,'Locatario','CLT',35,1783.00,0.00,165307.00,88812.00,9829.00,1,714.36,25,24442.13,397
'26 a 40',1,'Solteiro','Sem Escolaridade',26,46,'Locatario','CLT',19,1518.00,0.00,42629.00,39704.00,0.00,0,0.00,0,0.00,574
'41 a 60',3,'Solteiro','Sem Escolaridade',0,41,'Locatario','CLT',33,1518.00,0.00,60082.00,19760.00,0.00,0,12847.48,0,556890.00,356
'26 a 40',2,'Solteiro','Sem Escolaridade',23,43,'Locatario','CLT',12,6956.00,585383.00,584036.00,205374.00,0.00,0,0.00,0,0.00,785
'acima de 60',3,'Solteiro','Sem Escolaridade',68,61,'Locatario','CLT',3,3200.00,0.00,60032.00,17524.00,0.00,0,0.00,0,0.00,671
'acima de 60',2,'Casado','Ensino Fundamental Incompleto',72,43,'Locatario','PJ',74,4139.00,51544.00,816068.00,549081.00,-227301.00,0,0.00,0,0.00,724
'acima de 60',4,'Solteiro','Sem Escolaridade',72,43,'Locatario','CLT',7,1518.00,0.00,79090.00,36043.00,0.00,0,1116.56,0,52194.85,502
'acima de 60',1,'Viuvo','Superior Completo',82,41,'Proprietario','CLT',76,1518.00,0.00,50102.00,43266.00,4319.00,1,551.64,63,10420.51,605
'41 a 60',0,'Viuvo','Sem Escolaridade',10,44,'Proprietario','CLT',1,1518.00,0.00,100002.00,49379.00,-7920.00,1,7712.88,15,529572.51,286
'acima de 60',0,'Solteiro','Sem Escolaridade',62,44,'Locatario','CLT',33,2616.00,0.00,79215.00,43334.00,-7657.00,0,0.00,0,0.00,679
'acima de 60',1,'Solteiro','Sem Escolaridade',82,44,'Locatario','CLT',18,2620.00,0.00,25307.00,21969.00,2780.00,1,7832.19,68,53809.31,417
'acima de 60',3,'Solteiro','Mestrado',64,49,'Locatario','PJ',40,10427.00,113590.00,565478.00,318261.00,106140.00,0,947.76,0,9900.00,877
'acima de 60',1,'Solteiro','Sem Escolaridade',78,49,'Locatario','CLT',58,11490.00,72134.00,544552.00,34050.00,0.00,0,0.00,0,0.00,760
'acima de 60',0,'Casado','Ensino Fundamental Completo',87,61,'Locatario','CLT',64,1956.00,145301.00,767315.00,615220.00,187753.00,0,0.00,0,0.00,798
'acima de 60',4,'Casado','Ensino Médio Incompleto',62,41,'Proprietario','PJ',43,12672.00,425953.00,709743.00,278818.00,0.00,0,0.00,0,0.00,785
'26 a 40',4,'Solteiro','Sem Escolaridade',38,50,'Locatario','CLT',7,2476.00,0.00,98492.00,14688.00,-11219.00,0,0.00,0,0.00,633
'26 a 40',4,'Solteiro','Técnico',28,43,'Locatario','CLT',13,1973.00,0.00,99790.00,75497.00,-32482.00,0,0.00,0,0.00,754
'acima de 60',1,'Casado','Ensino Fundamental Completo',76,49,'Proprietario','Autonomo',56,18471.00,354859.00,377692.00,207822.00,0.00,0,0.00,0,0.00,795
'acima de 60',4,'Solteiro','Sem Escolaridade',50,41,'Locatario','CLT',22,1614.00,0.00,79230.00,46352.00,0.00,0,0.00,0,0.00,633
'até 25',1,'Solteiro','Superior Incompleto',14,36,'Locatario','CLT',3,4974.00,167947.00,617511.00,395033.00,16203.00,0,3593.72,0,345900.00,840
'41 a 60',0,'Casado','Sem Escolaridade',2,46,'Proprietario','Autonomo',32,1518.00,0.00,14981.00,9801.00,0.00,0,0.00,0,0.00,526
'41 a 60',3,'Viuvo','Pós-graduação',44,48,'Locatario','PJ',21,2915.00,0.00,54424.00,3538.00,208.00,0,0.00,0,0.00,541
'acima de 60',0,'Solteiro','Sem Escolaridade',13,62,'Locatario','CLT',14,2144.00,0.00,40640.00,39108.00,9155.00,0,0.00,0,0.00,658
'acima de 60',3,'Solteiro','Ensino Médio Completo',86,43,'Locatario','CLT',49,1518.00,0.00,106121.00,50792.00,-9612.00,0,0.00,0,0.00,718
'acima de 60',0,'Solteiro','Sem Escolaridade',28,43,'Locatario','CLT',56,1592.00,0.00,91126.00,16655.00,237.00,0,0.00,0,0.00,679
'41 a 60',0,'Solteiro','Sem Escolaridade',35,59,'Locatario','CLT',27,2131.00,0.00,111466.00,44069.00,0.00,1,3226.09,87,35434.78,327
'26 a 40',0,'Solteiro','Sem Escolaridade',21,49,'Locatario','CLT',16,2148.00,0.00,104947.00,65616.00,9411.00,1,2528.63,9,71462.58,564
'até 25',0,'Solteiro','Sem Escolaridade',21,46,'Locatario','CLT',5,1970.00,0.00,61711.00,55590.00,0.00,1,661.78,33,14608.33,411
'41 a 60',3,'Solteiro','Sem Escolaridade',58,36,'Locatario','CLT',39,2922.00,0.00,62874.00,19618.00,-25189.00,0,0.00,0,0.00,621
'41 a 60',0,'Solteiro','Sem Escolaridade',9,49,'Locatario','CLT',17,1518.00,0.00,103088.00,32038.00,6030.00,0,200.35,0,5730.00,688
'acima de 60',1,'Solteiro','Sem Escolaridade',61,59,'Locatario','Autonomo',1,1612.00,0.00,75852.00,41718.00,1340.00,0,0.00,0,0.00,463
'acima de 60',1,'Solteiro','Sem Escolaridade',56,43,'Locatario','CLT',56,1518.00,0.00,93636.00,28732.00,0.00,0,0.00,0,0.00,643
'26 a 40',3,'Solteiro','Sem Escolaridade',26,42,'Locatario','CLT',19,2095.00,0.00,54709.00,23257.00,0.00,1,67.57,62,1570.32,531
'acima de 60',2,'Solteiro','Sem Escolaridade',38,43,'Locatario','CLT',40,2149.00,0.00,138590.00,45347.00,-3363.00,0,0.00,0,0.00,643
'acima de 60',2,'Solteiro','Sem Escolaridade',69,36,'Locatario','CLT',19,3244.00,34083.00,409593.00,389432.00,14517.00,1,451.39,50,15522.42,781
'acima de 60',2,'Solteiro','Sem Escolaridade',78,48,'Locatario','CLT',22,2055.00,0.00,67984.00,23679.00,0.00,0,0.00,0,0.00,643
'acima de 60',2,'Viuvo','Ensino Fundamental Completo',77,62,'Proprietario','CLT',75,1930.00,327714.00,239137.00,156025.00,5098.00,0,0.00,0,0.00,772
'acima de 60',0,'Solteiro','Ensino Médio Completo',39,54,'Locatario','Autonomo',68,2512.00,0.00,78437.00,48417.00,0.00,1,240.77,76,3966.82,531
'até 25',4,'Solteiro','Sem Escolaridade',22,41,'Locatario','CLT',4,1799.00,0.00,73382.00,38396.00,3342.00,1,42399.25,74,613533.58,423
'26 a 40',1,'Viuvo','Sem Escolaridade',36,48,'Locatario','Autonomo',18,2641.00,0.00,85825.00,76607.00,0.00,0,0.00,0,0.00,542
'acima de 60',3,'Solteiro','Sem Escolaridade',14,43,'Locatario','CLT',57,2502.00,0.00,46856.00,30069.00,1259.00,0,0.00,0,0.00,564
'26 a 40',3,'Solteiro','Sem Escolaridade',26,43,'Locatario','CLT',16,3462.00,491720.00,534967.00,176860.00,-281841.00,0,0.00,0,0.00,775
'26 a 40',3,'Solteiro','Sem Escolaridade',6,43,'Locatario','CLT',5,18516.00,409894.00,577204.00,251207.00,160070.00,1,4370.39,35,146408.82,716
'41 a 60',1,'Solteiro','Sem Escolaridade',15,54,'Locatario','CLT',34,1937.00,0.00,80392.00,50164.00,29466.00,0,0.00,0,0.00,639
'acima de 60',4,'Solteiro','Sem Escolaridade',96,49,'Locatario','CLT',78,1677.00,0.00,115802.00,49571.00,0.00,0,0.00,0,0.00,633
'41 a 60',2,'Solteiro','Sem Escolaridade',57,56,'Locatario','CLT',39,1518.00,0.00,83347.00,5343.00,0.00,1,593.87,53,4125.49,334
'acima de 60',2,'Solteiro','Sem Escolaridade',98,54,'Locatario','CLT',58,8039.00,287309.00,655655.00,347409.00,0.00,0,1916.77,0,66350.00,701
'acima de 60',0,'Solteiro','Técnico',16,54,'Proprietario','PJ',3,1518.00,0.00,41071.00,19806.00,0.00,0,365.87,0,28110.48,618
'até 25',0,'Viuvo','Superior Incompleto',19,50,'Proprietario','PJ',3,2231.00,0.00,3519.00,1586.00,0.00,0,0.00,0,0.00,523
'acima de 60',1,'Solteiro','Sem Escolaridade',18,56,'Locatario','CLT',47,2815.00,0.00,48825.00,43918.00,-27781.00,0,0.00,0,0.00,535
'acima de 60',2,'Solteiro','Sem Escolaridade',88,56,'Locatario','CLT',71,3416.00,0.00,23038.00,14493.00,-37728.00,0,0.00,0,0.00,616
'acima de 60',3,'Viuvo','Sem Escolaridade',66,46,'Proprietario','PJ',19,2035.00,0.00,47001.00,14200.00,0.00,0,1538.61,0,64666.67,347
'acima de 60',1,'Casado','Doutorado',23,41,'Locatario','CLT',69,11974.00,152171.00,340654.00,170651.00,0.00,0,0.00,0,0.00,874
'41 a 60',3,'Solteiro','Sem Escolaridade',21,54,'Locatario','CLT',26,2230.00,0.00,95914.00,38026.00,-18224.00,0,0.00,0,0.00,518
'acima de 60',3,'Casado','Mestrado',37,44,'Proprietario','Autonomo',1,1770.00,0.00,22201.00,5882.00,0.00,0,0.00,0,0.00,584
'acima de 60',4,'Solteiro','Sem Escolaridade',65,42,'Proprietario','Autonomo',33,1518.00,0.00,67417.00,23792.00,-36428.00,0,0.00,0,0.00,620
'41 a 60',3,'Viuvo','Pós-graduação',58,44,'Locatario','PJ',2,1580.00,0.00,54412.00,34662.00,0.00,0,0.00,0,0.00,541
'acima de 60',1,'Solteiro','Sem Escolaridade',64,56,'Locatario','CLT',50,1820.00,345723.00,873584.00,539939.00,0.00,0,0.00,0,0.00,671
'41 a 60',1,'Solteiro','Sem Escolaridade',32,41,'Locatario','CLT',21,1518.00,0.00,57547.00,36543.00,0.00,0,0.00,0,0.00,571
'41 a 60',3,'Viuvo','Ensino Fundamental Completo',3,56,'Proprietario','Autonomo',2,3489.00,304909.00,746121.00,214896.00,-183466.00,1,3683.37,20,161720.00,389
'26 a 40',1,'Solteiro','Sem Escolaridade',1,56,'Locatario','CLT',17,2347.00,0.00,106798.00,83910.00,38199.00,0,0.00,0,0.00,656
'26 a 40',4,'Solteiro','Sem Escolaridade',39,36,'Locatario','CLT',22,13372.00,293589.00,456625.00,36713.00,-58283.00,0,0.00,0,0.00,801
'acima de 60',4,'Viuvo','Sem Escolaridade',92,47,'Locatario','CLT',74,2995.00,0.00,72637.00,59634.00,-9584.00,0,152.49,0,3736.81,604
'até 25',3,'Solteiro','Sem Escolaridade',25,49,'Locatario','CLT',5,1518.00,0.00,44487.00,43762.00,6915.00,0,0.00,0,0.00,597
'26 a 40',0,'Casado','Ensino Fundamental Incompleto',34,46,'Locatario','PJ',2,1527.00,0.00,73914.00,34937.00,0.00,0,0.00,0,0.00,614
'41 a 60',0,'Solteiro','Sem Escolaridade',37,49,'Locatario','CLT',4,1518.00,0.00,60989.00,6872.00,0.00,0,7182.38,0,58323.33,477
'acima de 60',2,'Solteiro','Sem Escolaridade',98,44,'Locatario','CLT',40,1824.00,360010.00,637309.00,224948.00,-21108.00,1,5148.14,76,51963.61,482
'até 25',0,'Solteiro','Sem Escolaridade',10,48,'Locatario','CLT',3,3147.00,167224.00,375200.00,280880.00,0.00,0,46.30,0,3006.90,770
'41 a 60',4,'Viuvo','Ensino Médio Completo',20,36,'Proprietario','Autonomo',35,1732.00,0.00,50417.00,23305.00,4774.00,0,0.00,0,0.00,711
'acima de 60',3,'Solteiro','Pós-graduação',68,48,'Proprietario','Autonomo',24,3061.00,0.00,35299.00,974.00,0.00,1,1384.44,64,61152.43,422
'41 a 60',2,'Solteiro','Sem Escolaridade',3,44,'Locatario','CLT',28,12836.00,74779.00,338021.00,171841.00,52736.00,1,1825.62,46,39682.24,658
'até 25',2,'Solteiro','Sem Escolaridade',20,41,'Locatario','CLT',1,3021.00,0.00,90734.00,76279.00,11548.00,1,2047.61,59,11384.56,474
'41 a 60',1,'Solteiro','Sem Escolaridade',22,51,'Locatario','CLT',7,2294.00,0.00,94526.00,46492.00,-10175.00,1,8925.58,7,615807.96,274
'41 a 60',0,'Casado','Ensino Médio Incompleto',50,44,'Locatario','PJ',28,2511.00,0.00,36227.00,28365.00,-62925.00,1,323.98,61,5188.22,374
'41 a 60',4,'Solteiro','Sem Escolaridade',43,44,'Locatario','CLT',32,2036.00,0.00,89196.00,27667.00,0.00,0,0.00,0,0.00,560
'até 25',1,'Viuvo','Técnico',16,49,'Proprietario','Autonomo',0,16292.00,308154.00,482186.00,381049.00,0.00,1,7193.69,62,215810.72,475
'41 a 60',2,'Solteiro','Mestrado',8,41,'Proprietario','PJ',23,18646.00,327608.00,673776.00,275371.00,-578664.00,1,5570.79,6,52555.71,666
'26 a 40',1,'Viuvo','Doutorado',3,50,'Locatario','Autonomo',0,1518.00,0.00,63097.00,52488.00,0.00,0,0.00,0,0.00,576
'até 25',2,'Solteiro','Sem Escolaridade',18,49,'Locatario','CLT',0,2240.00,0.00,12738.00,6430.00,-51323.00,1,1408.06,10,10118.88,159
'41 a 60',1,'Solteiro','Sem Escolaridade',8,50,'Locatario','CLT',25,9674.00,98267.00,169259.00,161383.00,119509.00,1,3165.38,6,26606.00,581
'acima de 60',1,'Solteiro','Ensino Fundamental Incompleto',66,61,'Proprietario','CLT',63,1909.00,0.00,49659.00,16404.00,-49247.00,0,150044.38,0,904070.61,463
'acima de 60',2,'Viuvo','Ensino Fundamental Completo',60,49,'Locatario','Autonomo',60,1518.00,0.00,49082.00,25297.00,7480.00,1,9269.51,46,156850.01,290
'acima de 60',2,'Solteiro','Sem Escolaridade',57,46,'Locatario','CLT',46,1518.00,0.00,44300.00,14417.00,4262.00,0,0.00,0,0.00,659
'41 a 60',4,'Casado','Ensino Fundamental Incompleto',43,51,'Locatario','CLT',22,9030.00,501296.00,507961.00,106421.00,0.00,1,10915.33,13,164625.27,440
'41 a 60',3,'Viuvo','Ensino Médio Completo',39,44,'Locatario','PJ',25,2201.00,0.00,59804.00,15301.00,3674.00,0,0.00,0,0.00,594
'26 a 40',3,'Solteiro','Sem Escolaridade',36,44,'Locatario','CLT',18,1518.00,0.00,79192.00,65287.00,0.00,1,20080.39,8,433300.00,416
'41 a 60',0,'Casado','Doutorado',43,46,'Locatario','Autonomo',25,1915.00,0.00,78860.00,76956.00,0.00,0,0.00,0,0.00,664
'26 a 40',4,'Viuvo','Ensino Médio Incompleto',37,41,'Proprietario','PJ',21,1518.00,0.00,44191.00,2190.00,0.00,1,12032.68,32,98892.50,248
'acima de 60',4,'Casado','Superior Completo',2,54,'Proprietario','PJ',9,1589.00,0.00,35953.00,14443.00,3951.00,0,0.00,0,0.00,699
'acima de 60',4,'Solteiro','Sem Escolaridade',65,43,'Locatario','CLT',39,3499.00,0.00,65930.00,19063.00,1614.00,0,0.00,0,0.00,785
'até 25',3,'Solteiro','Sem Escolaridade',20,48,'Locatario','CLT',3,1518.00,0.00,55010.00,11775.00,0.00,0,17841.34,0,796054.55,442
'41 a 60',0,'Solteiro','Superior Completo',19,37,'Proprietario','PJ',34,1616.00,0.00,38893.00,17490.00,6551.00,0,0.00,0,0.00,761
'41 a 60',4,'Solteiro','Sem Escolaridade',28,41,'Locatario','CLT',33,1768.00,0.00,67328.00,28818.00,-22842.00,0,2548.26,0,34401.52,422
'acima de 60',0,'Solteiro','Pós-graduação',89,42,'Proprietario','Autonomo',51,1980.00,0.00,43623.00,30779.00,8649.00,1,13882.18,30,227223.26,557
'26 a 40',4,'Solteiro','Sem Escolaridade',25,41,'Locatario','CLT',11,1919.00,0.00,63321.00,31536.00,1191.00,1,8801.04,3,366281.08,391
'26 a 40',3,'Solteiro','Sem Escolaridade',36,62,'Locatario','CLT',15,1518.00,0.00,56736.00,40523.00,-2636.00,0,0.00,0,0.00,594
'acima de 60',0,'Viuvo','Pós-graduação',63,41,'Proprietario','PJ',62,1518.00,0.00,90581.00,35531.00,11858.00,1,513.48,12,5394.38,624
'acima de 60',1,'Solteiro','Sem Escolaridade',99,47,'Locatario','CLT',43,1995.00,0.00,82375.00,67096.00,32919.00,0,0.00,0,0.00,748
'26 a 40',1,'Solteiro','Sem Escolaridade',21,44,'Locatario','CLT',20,2471.00,0.00,122677.00,69016.00,0.00,0,0.00,0,0.00,668
'41 a 60',4,'Solteiro','Sem Escolaridade',45,50,'Locatario','CLT',27,2164.00,0.00,96468.00,41983.00,1514.00,0,7061.60,0,171010.64,514
'41 a 60',3,'Solteiro','Sem Escolaridade',53,49,'Locatario','CLT',33,1597.00,0.00,25349.00,12765.00,-13259.00,0,0.00,0,0.00,487
'acima de 60',1,'Solteiro','Sem Escolaridade',7,51,'Locatario','CLT',52,3488.00,0.00,64549.00,33420.00,4941.00,0,4122.50,0,329800.00,641
'acima de 60',4,'Solteiro','Sem Escolaridade',90,49,'Locatario','CLT',73,1636.00,0.00,37976.00,25079.00,7591.00,0,0.00,0,0.00,649
'41 a 60',3,'Solteiro','Superior Incompleto',50,62,'Proprietario','Autonomo',31,1744.00,0.00,73972.00,62965.00,3835.00,1,2185.88,44,41626.48,491
'acima de 60',3,'Casado','Pós-graduação',67,48,'Proprietario','CLT',64,1518.00,0.00,106717.00,47255.00,25481.00,0,412.43,0,9970.59,835
'acima de 60',1,'Solteiro','Sem Escolaridade',92,62,'Locatario','CLT',38,1786.00,0.00,83096.00,38147.00,0.00,0,0.00,0,0.00,604
'acima de 60',4,'Solteiro','Sem Escolaridade',88,49,'Locatario','CLT',56,3168.00,0.00,71090.00,65989.00,595.00,1,1178.28,81,67174.85,507
'26 a 40',4,'Solteiro','Sem Escolaridade',20,43,'Locatario','CLT',10,2447.00,0.00,51768.00,23032.00,721.00,0,0.00,0,0.00,633
'26 a 40',4,'Solteiro','Sem Escolaridade',10,49,'Locatario','CLT',19,2925.00,0.00,59736.00,39506.00,-60870.00,0,0.00,0,0.00,633
'26 a 40',3,'Solteiro','Doutorado',8,48,'Locatario','Autonomo',10,2743.00,0.00,98879.00,32589.00,6911.00,0,3920.63,0,102000.00,621
'26 a 40',4,'Casado','Técnico',34,41,'Proprietario','Autonomo',21,3101.00,0.00,34198.00,12528.00,0.00,0,689.59,0,45888.89,681
'41 a 60',2,'Solteiro','Sem Escolaridade',41,43,'Locatario','CLT',0,2533.00,0.00,67742.00,29005.00,0.00,0,0.00,0,0.00,498
'até 25',3,'Solteiro','Sem Escolaridade',18,51,'Locatario','CLT',3,2214.00,0.00,96149.00,26499.00,4771.00,0,137.64,0,8650.00,623
'26 a 40',2,'Solteiro','Sem Escolaridade',25,51,'Locatario','PJ',12,2260.00,0.00,73162.00,13942.00,0.00,0,1806.72,0,143000.00,397
'acima de 60',2,'Solteiro','Sem Escolaridade',58,41,'Locatario','CLT',56,1518.00,0.00,32178.00,27363.00,0.00,1,2039.00,22,111893.33,319
'26 a 40',2,'Solteiro','Ensino Médio Completo',6,49,'Proprietario','PJ',3,3257.00,0.00,17548.00,6323.00,4717.00,0,671.96,0,38330.72,735
'26 a 40',1,'Solteiro','Sem Escolaridade',31,49,'Locatario','CLT',13,1545.00,0.00,50159.00,26154.00,0.00,0,0.00,0,0.00,643
'acima de 60',4,'Solteiro','Ensino Médio Completo',94,43,'Locatario','PJ',33,12892.00,373002.00,271875.00,130223.00,-444089.00,0,0.00,0,0.00,775
'26 a 40',3,'Casado','Doutorado',35,43,'Proprietario','PJ',15,1660.00,0.00,73096.00,30919.00,0.00,0,0.00,0,0.00,717
'acima de 60',4,'Solteiro','Sem Escolaridade',8,37,'Locatario','CLT',44,1786.00,0.00,54935.00,18479.00,-48029.00,0,0.00,0,0.00,691
'26 a 40',4,'Solteiro','Sem Escolaridade',28,41,'Locatario','CLT',13,1518.00,0.00,51577.00,50657.00,22791.00,0,8104.55,0,122300.00,615
'41 a 60',1,'Solteiro','Pós-graduação',48,48,'Proprietario','CLT',13,1518.00,0.00,13715.00,9005.00,-7894.00,0,1042.09,0,79774.19,530
'41 a 60',2,'Solteiro','Sem Escolaridade',52,47,'Locatario','CLT',32,6005.00,539026.00,181335.00,140837.00,-455160.00,0,1169.10,0,92600.00,673
'acima de 60',0,'Casado','Ensino Médio Completo',50,43,'Locatario','CLT',38,1518.00,0.00,26445.00,15031.00,276.00,0,477.37,0,21531.28,538
'41 a 60',1,'Viuvo','Ensino Fundamental Incompleto',4,43,'Proprietario','Autonomo',24,1518.00,0.00,73300.00,40203.00,2314.00,0,129.53,0,7200.00,590
'acima de 60',0,'Solteiro','Sem Escolaridade',62,41,'Locatario','CLT',21,8866.00,381645.00,260696.00,74187.00,-13781.00,1,728.16,12,42304.60,685
'26 a 40',3,'Viuvo','Pós-graduação',20,41,'Locatario','CLT',3,2321.00,0.00,53581.00,45691.00,-41412.00,0,0.00,0,0.00,682
'acima de 60',2,'Viuvo','Mestrado',62,54,'Proprietario','CLT',26,1518.00,0.00,88440.00,5360.00,-24793.00,1,20020.30,3,482966.67,480
'41 a 60',0,'Solteiro','Técnico',0,36,'Locatario','PJ',18,1518.00,0.00,59303.00,57736.00,0.00,0,0.00,0,0.00,670
'acima de 60',4,'Solteiro','Sem Escolaridade',74,49,'Locatario','CLT',11,1518.00,0.00,42583.00,8927.00,-21532.00,0,0.00,0,0.00,564
'acima de 60',2,'Solteiro','Sem Escolaridade',57,43,'Locatario','CLT',68,1518.00,0.00,109541.00,57166.00,9277.00,1,1886.33,57,36472.21,520
'até 25',0,'Solteiro','Superior Incompleto',19,43,'Proprietario','CLT',2,1518.00,0.00,59235.00,37778.00,25445.00,0,1048.26,0,5960.00,780
'acima de 60',2,'Solteiro','Sem Escolaridade',10,41,'Locatario','CLT',60,2070.00,0.00,57008.00,42993.00,2661.00,1,1331.73,46,19428.52,495
'acima de 60',1,'Solteiro','Ensino Fundamental Completo',51,43,'Proprietario','PJ',29,10067.00,251651.00,95224.00,78359.00,-308176.00,1,330.15,69,11289.68,657
'acima de 60',3,'Casado','Mestrado',66,44,'Proprietario','PJ',0,1518.00,0.00,35831.00,33221.00,-10212.00,0,4973.76,0,145112.03,446
'41 a 60',3,'Solteiro','Superior Completo',49,44,'Proprietario','CLT',31,3464.00,0.00,33184.00,19900.00,-64654.00,0,682.49,0,35692.31,678
